,forum,thread_title,thread_url,author,member_status,verified_owner,joined,messages,location,cars,comment,date_published,sentiment,de number,lucid_model_name,match_score
329,Photos / Videos / Reviews,[Edmunds] TESTED: 2022 Lucid Air Grand Touring Misses EPA Range by Nearly 80 Miles,https://lucidowners.com/threads/edmunds-tested-2022-lucid-air-grand-touring-misses-epa-range-by-nearly-80-miles.4982/,idiot900,Active Member,True,2022-01-04,606,,Air Touring,"I also get about 3.2 mi/kWh (in my Touring), but I got the car early February and make absolutely no effort to be efficient.",2023-03-10,5.0,,Air Touring,100.0
386,General Discussions,It’s All About the Range And Charging Speed,https://lucidowners.com/threads/it%E2%80%99s-all-about-the-range-and-charging-speed.1617/,Demosthenes,Active Member,False,2022-03-22,834,,,100% agree. This type of thinking is a complete paradigm shift compared to ‘getting gas’ or ‘filling up’.,2022-06-07,5.0,,,
88,General Automotive / EV Talk,Car Wow video - Things that impact your Range and efficiency - from normal driving to towing a trailer,https://lucidowners.com/threads/car-wow-video-things-that-impact-your-range-and-efficiency-from-normal-driving-to-towing-a-trailer.629/,RichMalden,Active Member,True,2021-11-21,387,Boston,"AGT, 1970 MB 280SL","
This gives you an awesome rough representation of how things reduce the mileage and the relative percentages. I am glad the closed aerodynamic cargo carrier wasn't all that bad of an impact certainly when compared to ski racks and bike racks.",2022-03-02,5.0,,Air GT,90.0
410,General Discussions,Is Power vs Range mainly a software setting?,https://lucidowners.com/threads/is-power-vs-range-mainly-a-software-setting.1452/,hmp10,Active Member,True,2020-03-07,2991,"Naples, FL","Model S Plaid, Odyssey","
I've noticed something similar. While I haven't done any disciplined testing, there are some 20-30 mile round trips I do almost every day. In certain traffic conditions and in certain moods, I put the car in ""Sprint"" mode and make good use of it. I arrive home with about the same average kWn usage as on days when I drive more sedately in ""Swift"" or even ""Smooth"" modes.

(We do a lot of local driving, mostly because of the distances in our spread-out area. We have taken no really long trips in the Lucid and have three cars in our two-person household. Yet I'm still racking up almost 1300 miles a month in the Air.)",2022-05-23,5.0,154.0,,
448,Charging,SURVEY: Stated Range When Charged to 100%,https://lucidowners.com/threads/survey-stated-range-when-charged-to-100.1108/,GCM-SanDiego,New Member,False,2022-10-09,3,,Grand Touring,Okay. I have 2000 miles on my AGT 21” wheels and charging it to 99% it said 467 miles.,2022-10-11,5.0,0.0,Air GT,100.0
756,How-to,Actual range:,https://lucidowners.com/threads/actual-range.4944/,Bunnylebowski,Active Member,True,2022-03-22,2353,,"Air GT Black/Tahoe/19""","Here’s an example of a quick easy way to estimate remaining range (in a Grand Touring), until the car does it better. Look at your mi/kWh in trip information under settings, then, if your state of charge is 60%, just ask Alexa to do the math. Just say “hey Alexa what is 0.6 times 110” (GT battery pack is 112kw but use 110 in case of degradation). Then ask Alexa to multiply that number by whatever number your current mi/kWh is. Obviously your mi/kWh might vary, so you should do it after resetting the trip computer or using “since last charge” after you’ve driven for 30 miles or so, so it’s a more accurate representation of current mi/kWh. But I’ve found using Alexa to do the math quickly is pretty reliable.",2023-03-05,5.0,,Air GT,90.0
655,General Discussions,Lifetime miles per kw,https://lucidowners.com/threads/lifetime-miles-per-kw.4072/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9",Keep it at a maximum of 70 mph and you will see a significant increase in efficiency.,2023-02-18,5.0,,Air GT,90.0
791,Charging,Average mi/kwh,https://lucidowners.com/threads/average-mi-kwh.1299/,copper,Active Member,True,2021-12-31,722,,Lucid Air Grand Touring,"Stats so far for my GT on 19” wheels:

“Very spirited“ driving gets around 2.3 (ie: sprint mode lots and blasting at every chance I can get, freeway well over 75mph)
Mildly spirited driving gets around 3.3 (sprint up an on ramp maybe 1-2 times in an otherwise sedate drive, freeway ~75mph)
Chilled out driving has gotten 3.7-3.9 (no sprint, freeway <75mph unless going down a steep hill)
Overall since purchase is 2.9 due to a lot of very spirited driving.
Caveat: I’m in a pretty hilly area of the bay and get lots of regen opportunities. I have had very little time on predominantly flat drives and that may affect these numbers.",2022-05-08,5.0,,Air GT,100.0
7,General Automotive / EV Talk,Formula E,https://lucidowners.com/threads/formula-e.1198/,Tesla2.0,Active Member,True,2022-05-02,3706,"Houston, Texas",Lucid Air Grand Touring,"Comprising motor, inverter, differential and transmission all combined, the new motorsports drive unit produces 469 horsepower – despite a weight of only 70.5 pounds (32 kilos) – and is capable of a max rotor speed of 19,500 rpm. It features the same state-of-the-art high-voltage continuous wave winding and proprietary microjet cooling system that can be found in the motors powering the Lucid Air sports sedan.

Pretty impressive density!

Not sure if Air Pure RWD will be using that before mass production.",2023-01-27,5.0,,Air GT,100.0
792,Charging,Average mi/kwh,https://lucidowners.com/threads/average-mi-kwh.1299/,Dortreo,Active Member,True,2021-10-12,834,"Baahstan, MA",AGT,"On a hundred mile drive through rolling hills and narrow roads in the Massachusetts countryside today, I saw 3.1 with spirited driving. I got 2.9 on the Mass Pike at 80+ mph against the wind and 3.1 with it. Sedate driving through the burbs got me around 4.1.",2022-05-08,5.0,,Air GT,100.0
494,General Discussions,Give Kudos to Lucid,https://lucidowners.com/threads/give-kudos-to-lucid.1707/,Demosthenes,Active Member,False,2022-03-22,834,,,"BIG shout out to Frank and Chris, mobile service experts for the San Diego area. Thoroughly professional individuals, punctual, timely, accommodating, responsive, fix everything and more, always trying to go above and beyond. First class.

@mnewber thanks for starting this thread!",2022-06-20,5.0,,,
496,General Discussions,Give Kudos to Lucid,https://lucidowners.com/threads/give-kudos-to-lucid.1707/,DJL,Active Member,True,2022-05-06,609,"Blaine, WA",,"I am moving my latest kudos to this thread. Here it is:
Just came back from another visit to the Denver Lucid Studio, this time to show my daughter and son-in-law the car. We were greeted by a nice young lady whose name is Inci. She was very nice and agreed to show the car in detail to my two kids (well, kids to me... they are in their 40s with three of their own kids). Inci gave them the royal tour both inside and out. Plus, she turned on the virtual car headset so they could get an idea of the impact that the large windshield and glass ceiling has. Once again, it was eye-popping. Thanks, Inci. We appreciated the time and your knowledge! So far, two different times I have personally interfaced with SAs and both times I walked away being impressed.",2022-06-20,5.0,,,
